Order ID,Factory,State/Province,State Code,Region,Ship Mode,Order Date,Ship Date,Operational Lead Time Days,Raw Lead Time Days,Sales,Units,Gross Profit,Cost,Delayed,Route State,Route Region
US-2021-163223-CHO-FUD-51000,Lot's O' Nuts,Virginia,VA,Gulf,Standard Class,2024-03-21,2026-09-15,4,908,10.8,3,7.2,3.6,False,Lot's O' Nuts → Virginia,Lot's O' Nuts → Gulf
US-2021-163223-CHO-MIL-31000,Wicked Choccy's,Virginia,VA,Gulf,Standard Class,2024-03-21,2026-09-15,4,908,22.75,7,14.77,7.9799999999999995,False,Wicked Choccy's → Virginia,Wicked Choccy's → Gulf
US-2021-163223-CHO-NUT-13000,Lot's O' Nuts,Virginia,VA,Gulf,Standard Class,2024-03-21,2026-09-15,4,908,17.45,5,12.45,5.0,False,Lot's O' Nuts → Virginia,Lot's O' Nuts → Gulf
US-2021-163223-OTH-KAZ-38000,The Other Factory,Virginia,VA,Gulf,Standard Class,2024-03-21,2026-09-15,4,908,22.75,7,1.75,21.0,False,The Other Factory → Virginia,The Other Factory → Gulf
US-2021-163293-CHO-MIL-31000,Wicked Choccy's,Georgia,GA,Gulf,First Class,2024-09-08,2027-03-04,3,907,9.75,3,6.33,3.42,False,Wicked Choccy's → Georgia,Wicked Choccy's → Gulf
US-2021-163293-CHO-NUT-13000,Lot's O' Nuts,Georgia,GA,Gulf,First Class,2024-09-08,2027-03-04,3,907,13.96,4,9.96,4.0,False,Lot's O' Nuts → Georgia,Lot's O' Nuts → Gulf
US-2021-163412-CHO-NUT-13000,Lot's O' Nuts,New York,NY,Atlantic,Second Class,2024-12-20,2027-06-15,3,907,10.47,3,7.47,3.0,False,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic
US-2021-163419-CHO-FUD-51000,Lot's O' Nuts,Colorado,CO,Pacific,Second Class,2024-11-11,2027-05-07,3,907,3.6,1,2.4,1.2,False,Lot's O' Nuts → Colorado,Lot's O' Nuts → Pacific
US-2021-163419-CHO-NUT-13000,Lot's O' Nuts,Colorado,CO,Pacific,Second Class,2024-11-11,2027-05-07,3,907,17.45,5,12.45,5.0,False,Lot's O' Nuts → Colorado,Lot's O' Nuts → Pacific
US-2021-163419-CHO-SCR-58000,Lot's O' Nuts,Colorado,CO,Pacific,Second Class,2024-11-11,2027-05-07,3,907,7.2,2,5.0,2.2,False,Lot's O' Nuts → Colorado,Lot's O' Nuts → Pacific
US-2021-163447-CHO-NUT-13000,Lot's O' Nuts,New York,NY,Atlantic,Standard Class,2024-12-27,2027-06-23,4,908,48.86,14,34.86,14.0,False,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic
US-2021-163468-CHO-MIL-31000,Wicked Choccy's,Illinois,IL,Interior,First Class,2024-11-18,2027-05-14,3,907,16.25,5,10.55,5.7,False,Wicked Choccy's → Illinois,Wicked Choccy's → Interior
US-2021-163468-CHO-NUT-13000,Lot's O' Nuts,Illinois,IL,Interior,First Class,2024-11-18,2027-05-14,3,907,6.98,2,4.98,2.0,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-163468-CHO-SCR-58000,Lot's O' Nuts,Illinois,IL,Interior,First Class,2024-11-18,2027-05-14,3,907,32.400000000000006,9,22.5,9.899999999999999,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-163468-CHO-TRI-54000,Wicked Choccy's,Illinois,IL,Interior,First Class,2024-11-18,2027-05-14,3,907,15.0,4,9.8,5.2,False,Wicked Choccy's → Illinois,Wicked Choccy's → Interior
US-2021-163552-CHO-FUD-51000,Lot's O' Nuts,New Jersey,NJ,Atlantic,Standard Class,2024-07-11,2027-01-05,4,908,28.8,8,19.2,9.6,False,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic
US-2021-163552-CHO-SCR-58000,Lot's O' Nuts,New Jersey,NJ,Atlantic,Standard Class,2024-07-11,2027-01-05,4,908,61.2,17,42.5,18.7,False,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic
US-2021-163559-CHO-NUT-13000,Lot's O' Nuts,New York,NY,Atlantic,Second Class,2024-09-23,2027-03-21,5,909,10.47,3,7.47,3.0,False,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic
US-2021-163650-CHO-SCR-58000,Lot's O' Nuts,Delaware,DE,Atlantic,First Class,2024-09-23,2027-03-18,2,906,10.8,3,7.5,3.3,False,Lot's O' Nuts → Delaware,Lot's O' Nuts → Atlantic
US-2021-163650-CHO-TRI-54000,Wicked Choccy's,Delaware,DE,Atlantic,First Class,2024-09-23,2027-03-18,2,906,11.25,3,7.35,3.9,False,Wicked Choccy's → Delaware,Wicked Choccy's → Atlantic
US-2021-163748-CHO-FUD-51000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-10-14,2027-04-10,4,908,18.0,5,12.0,6.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-163748-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,Standard Class,2024-10-14,2027-04-10,4,908,15.0,4,9.8,5.2,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-163797-CHO-MIL-31000,Wicked Choccy's,Arizona,AZ,Pacific,Standard Class,2024-04-08,2026-10-04,5,909,26.0,8,16.88,9.12,False,Wicked Choccy's → Arizona,Wicked Choccy's → Pacific
US-2021-163867-CHO-FUD-51000,Lot's O' Nuts,Illinois,IL,Interior,First Class,2024-06-03,2026-11-27,3,907,14.4,4,9.6,4.8,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-163867-CHO-MIL-31000,Wicked Choccy's,Illinois,IL,Interior,First Class,2024-06-03,2026-11-27,3,907,9.75,3,6.33,3.42,False,Wicked Choccy's → Illinois,Wicked Choccy's → Interior
US-2021-163867-CHO-TRI-54000,Wicked Choccy's,Illinois,IL,Interior,First Class,2024-06-03,2026-11-27,3,907,26.25,7,17.15,9.1,False,Wicked Choccy's → Illinois,Wicked Choccy's → Interior
US-2021-164182-CHO-FUD-51000,Lot's O' Nuts,Pennsylvania,PA,Atlantic,Standard Class,2024-07-14,2027-01-08,4,908,7.2,2,4.8,2.4,False,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic
US-2021-164182-CHO-NUT-13000,Lot's O' Nuts,Pennsylvania,PA,Atlantic,Standard Class,2024-07-14,2027-01-08,4,908,13.96,4,9.96,4.0,False,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic
US-2021-164182-CHO-SCR-58000,Lot's O' Nuts,Pennsylvania,PA,Atlantic,Standard Class,2024-07-14,2027-01-08,4,908,3.6,1,2.5,1.1,False,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic
US-2021-164210-CHO-SCR-58000,Lot's O' Nuts,Colorado,CO,Pacific,Second Class,2024-11-18,2027-05-13,2,906,21.6,6,15.0,6.6000000000000005,False,Lot's O' Nuts → Colorado,Lot's O' Nuts → Pacific
US-2021-164224-CHO-FUD-51000,Lot's O' Nuts,Ohio,OH,Atlantic,Second Class,2024-05-18,2026-11-10,2,906,10.8,3,7.2,3.6,False,Lot's O' Nuts → Ohio,Lot's O' Nuts → Atlantic
US-2021-164224-CHO-TRI-54000,Wicked Choccy's,Ohio,OH,Atlantic,Second Class,2024-05-18,2026-11-10,2,906,15.0,4,9.8,5.2,False,Wicked Choccy's → Ohio,Wicked Choccy's → Atlantic
US-2021-164259-CHO-SCR-58000,Lot's O' Nuts,Pennsylvania,PA,Atlantic,First Class,2024-12-28,2027-06-22,2,906,14.4,4,10.0,4.4,False,Lot's O' Nuts → Pennsylvania,Lot's O' Nuts → Atlantic
US-2021-164315-CHO-MIL-31000,Wicked Choccy's,Georgia,GA,Gulf,Standard Class,2024-04-02,2026-09-29,6,910,22.75,7,14.77,7.98,True,Wicked Choccy's → Georgia,Wicked Choccy's → Gulf
US-2021-164315-CHO-SCR-58000,Lot's O' Nuts,Georgia,GA,Gulf,Standard Class,2024-04-02,2026-09-29,6,910,28.8,8,20.0,8.8,True,Lot's O' Nuts → Georgia,Lot's O' Nuts → Gulf
US-2021-164385-CHO-MIL-31000,Wicked Choccy's,Pennsylvania,PA,Atlantic,Second Class,2024-09-26,2027-03-24,5,909,9.75,3,6.33,3.42,False,Wicked Choccy's → Pennsylvania,Wicked Choccy's → Atlantic
US-2021-164406-CHO-FUD-51000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-08-15,2027-02-09,4,908,10.8,3,7.2,3.6,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164406-CHO-MIL-31000,Wicked Choccy's,California,CA,Pacific,Standard Class,2024-08-15,2027-02-09,4,908,13.0,4,8.44,4.56,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-164406-CHO-NUT-13000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-08-15,2027-02-09,4,908,13.96,4,9.96,4.0,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164406-CHO-SCR-58000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-08-15,2027-02-09,4,908,10.8,3,7.5,3.3,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164406-CHO-TRI-54000,Wicked Choccy's,California,CA,Pacific,Standard Class,2024-08-15,2027-02-09,4,908,11.25,3,7.35,3.9,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-164469-CHO-SCR-58000,Lot's O' Nuts,Oregon,OR,Pacific,Second Class,2024-06-25,2026-12-18,2,906,3.6,1,2.5,1.1,False,Lot's O' Nuts → Oregon,Lot's O' Nuts → Pacific
US-2021-164469-CHO-TRI-54000,Wicked Choccy's,Oregon,OR,Pacific,Second Class,2024-06-25,2026-12-18,2,906,41.25,11,26.95,14.3,False,Wicked Choccy's → Oregon,Wicked Choccy's → Pacific
US-2021-164469-OTH-KAZ-38000,The Other Factory,Oregon,OR,Pacific,Second Class,2024-06-25,2026-12-18,2,906,16.25,5,1.25,15.0,False,The Other Factory → Oregon,The Other Factory → Pacific
US-2021-164616-CHO-TRI-54000,Wicked Choccy's,Ohio,OH,Atlantic,Second Class,2024-08-19,2027-02-11,2,906,22.5,6,14.700000000000001,7.800000000000001,False,Wicked Choccy's → Ohio,Wicked Choccy's → Atlantic
US-2021-164644-CHO-MIL-31000,Wicked Choccy's,Texas,TX,Interior,Second Class,2024-07-22,2027-01-14,2,906,3.25,1,2.11,1.14,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-164721-CHO-FUD-51000,Lot's O' Nuts,California,CA,Pacific,Second Class,2024-11-25,2027-05-20,2,906,10.8,3,7.2,3.6,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164721-CHO-MIL-31000,Wicked Choccy's,California,CA,Pacific,Second Class,2024-11-25,2027-05-20,2,906,19.5,6,12.66,6.84,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-164721-CHO-SCR-58000,Lot's O' Nuts,California,CA,Pacific,Second Class,2024-11-25,2027-05-20,2,906,14.4,4,10.0,4.4,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164742-CHO-MIL-31000,Wicked Choccy's,New Jersey,NJ,Atlantic,Second Class,2024-10-13,2027-04-10,5,909,3.25,1,2.11,1.14,False,Wicked Choccy's → New Jersey,Wicked Choccy's → Atlantic
US-2021-164742-CHO-NUT-13000,Lot's O' Nuts,New Jersey,NJ,Atlantic,Second Class,2024-10-13,2027-04-10,5,909,6.98,2,4.98,2.0,False,Lot's O' Nuts → New Jersey,Lot's O' Nuts → Atlantic
US-2021-164749-CHO-TRI-54000,Wicked Choccy's,Florida,FL,Gulf,First Class,2024-03-23,2026-09-16,3,907,11.25,3,7.35,3.9,False,Wicked Choccy's → Florida,Wicked Choccy's → Gulf
US-2021-164763-CHO-MIL-31000,Wicked Choccy's,Mississippi,MS,Gulf,Standard Class,2024-03-17,2026-09-11,4,908,16.25,5,10.55,5.699999999999999,False,Wicked Choccy's → Mississippi,Wicked Choccy's → Gulf
US-2021-164763-CHO-NUT-13000,Lot's O' Nuts,Mississippi,MS,Gulf,Standard Class,2024-03-17,2026-09-11,4,908,6.98,2,4.98,2.0,False,Lot's O' Nuts → Mississippi,Lot's O' Nuts → Gulf
US-2021-164763-CHO-SCR-58000,Lot's O' Nuts,Mississippi,MS,Gulf,Standard Class,2024-03-17,2026-09-11,4,908,10.8,3,7.5,3.3,False,Lot's O' Nuts → Mississippi,Lot's O' Nuts → Gulf
US-2021-164763-OTH-LIC-15000,Secret Factory,Mississippi,MS,Gulf,Standard Class,2024-03-17,2026-09-11,4,908,80.0,4,40.0,40.0,False,Secret Factory → Mississippi,Secret Factory → Gulf
US-2021-164861-CHO-FUD-51000,Lot's O' Nuts,Missouri,MO,Interior,Second Class,2024-12-03,2027-05-29,3,907,14.4,4,9.6,4.8,False,Lot's O' Nuts → Missouri,Lot's O' Nuts → Interior
US-2021-164903-CHO-SCR-58000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-02-20,2026-08-17,5,909,7.2,2,5.0,2.2,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-164910-CHO-FUD-51000,Lot's O' Nuts,North Carolina,NC,Gulf,Second Class,2024-11-12,2027-05-10,5,909,10.8,3,7.2,3.6,False,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf
US-2021-164973-CHO-MIL-31000,Wicked Choccy's,New York,NY,Atlantic,Standard Class,2024-11-04,2027-05-02,5,909,22.75,7,14.77,7.9799999999999995,False,Wicked Choccy's → New York,Wicked Choccy's → Atlantic
US-2021-164973-CHO-TRI-54000,Wicked Choccy's,New York,NY,Atlantic,Standard Class,2024-11-04,2027-05-02,5,909,18.75,5,12.25,6.5,False,Wicked Choccy's → New York,Wicked Choccy's → Atlantic
US-2021-164973-SUG-NER-92000,Sugar Shack,New York,NY,Atlantic,Standard Class,2024-11-04,2027-05-02,5,909,3.0,2,1.4,1.6,False,Sugar Shack → New York,Sugar Shack → Atlantic
US-2021-165309-CHO-FUD-51000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-11-11,2027-05-08,4,908,28.8,8,19.2,9.6,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-165309-CHO-NUT-13000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-11-11,2027-05-08,4,908,17.450000000000003,5,12.45,5.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-165309-CHO-SCR-58000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-11-11,2027-05-08,4,908,3.6,1,2.5,1.1,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-165309-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,Standard Class,2024-11-11,2027-05-08,4,908,48.75,13,31.85,16.9,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-165379-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,Standard Class,2024-07-09,2027-01-05,6,910,18.75,5,12.25,6.5,True,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-165393-CHO-NUT-13000,Lot's O' Nuts,Texas,TX,Interior,First Class,2024-12-27,2027-06-22,3,907,3.49,1,2.49,1.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-165428-CHO-NUT-13000,Lot's O' Nuts,Texas,TX,Interior,First Class,2024-09-01,2027-02-25,3,907,20.94,6,14.94,6.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-165428-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,First Class,2024-09-01,2027-02-25,3,907,11.25,3,7.35,3.9,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-165477-CHO-SCR-58000,Lot's O' Nuts,Ohio,OH,Atlantic,Second Class,2024-12-29,2027-06-23,2,906,18.0,5,12.5,5.5,False,Lot's O' Nuts → Ohio,Lot's O' Nuts → Atlantic
US-2021-165540-CHO-TRI-54000,Wicked Choccy's,Illinois,IL,Interior,Standard Class,2024-02-21,2026-08-18,5,909,18.75,5,12.25,6.5,False,Wicked Choccy's → Illinois,Wicked Choccy's → Interior
US-2021-165568-CHO-SCR-58000,Lot's O' Nuts,Washington,WA,Pacific,Standard Class,2024-02-15,2026-08-12,5,909,18.0,5,12.5,5.5,False,Lot's O' Nuts → Washington,Lot's O' Nuts → Pacific
US-2021-165589-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,Same Day,2024-02-18,2026-08-11,1,905,18.75,5,12.25,6.5,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-165659-CHO-TRI-54000,Wicked Choccy's,Arkansas,AR,Gulf,Standard Class,2024-06-01,2026-11-27,5,909,48.75,13,31.849999999999998,16.9,False,Wicked Choccy's → Arkansas,Wicked Choccy's → Gulf
US-2021-165764-CHO-FUD-51000,Lot's O' Nuts,North Carolina,NC,Gulf,Standard Class,2024-11-03,2027-04-30,4,908,10.8,3,7.2,3.6,False,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf
US-2021-165764-CHO-MIL-31000,Wicked Choccy's,North Carolina,NC,Gulf,Standard Class,2024-11-03,2027-04-30,4,908,6.5,2,4.22,2.28,False,Wicked Choccy's → North Carolina,Wicked Choccy's → Gulf
US-2021-165764-CHO-NUT-13000,Lot's O' Nuts,North Carolina,NC,Gulf,Standard Class,2024-11-03,2027-04-30,4,908,24.43,7,17.43,7.0,False,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf
US-2021-165764-CHO-SCR-58000,Lot's O' Nuts,North Carolina,NC,Gulf,Standard Class,2024-11-03,2027-04-30,4,908,21.6,6,15.0,6.6,False,Lot's O' Nuts → North Carolina,Lot's O' Nuts → Gulf
US-2021-165806-CHO-FUD-51000,Lot's O' Nuts,Georgia,GA,Gulf,Same Day,2024-04-07,2026-09-28,0,904,10.8,3,7.2,3.6,False,Lot's O' Nuts → Georgia,Lot's O' Nuts → Gulf
US-2021-165806-CHO-MIL-31000,Wicked Choccy's,Georgia,GA,Gulf,Same Day,2024-04-07,2026-09-28,0,904,29.25,9,18.99,10.26,False,Wicked Choccy's → Georgia,Wicked Choccy's → Gulf
US-2021-165862-CHO-TRI-54000,Wicked Choccy's,California,CA,Pacific,Standard Class,2024-07-13,2027-01-07,4,908,11.25,3,7.35,3.9,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-165974-CHO-MIL-31000,Wicked Choccy's,Ohio,OH,Atlantic,Standard Class,2024-06-29,2026-12-27,7,911,22.75,7,14.77,7.98,True,Wicked Choccy's → Ohio,Wicked Choccy's → Atlantic
US-2021-166051-CHO-FUD-51000,Lot's O' Nuts,Mississippi,MS,Gulf,Standard Class,2024-05-31,2026-11-26,5,909,10.8,3,7.2,3.6,False,Lot's O' Nuts → Mississippi,Lot's O' Nuts → Gulf
US-2021-166051-CHO-MIL-31000,Wicked Choccy's,Mississippi,MS,Gulf,Standard Class,2024-05-31,2026-11-26,5,909,9.75,3,6.33,3.42,False,Wicked Choccy's → Mississippi,Wicked Choccy's → Gulf
US-2021-166086-CHO-MIL-31000,Wicked Choccy's,Massachusetts,MA,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,22.75,7,14.77,7.9799999999999995,False,Wicked Choccy's → Massachusetts,Wicked Choccy's → Atlantic
US-2021-166086-CHO-NUT-13000,Lot's O' Nuts,Massachusetts,MA,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,6.98,2,4.98,2.0,False,Lot's O' Nuts → Massachusetts,Lot's O' Nuts → Atlantic
US-2021-166086-CHO-SCR-58000,Lot's O' Nuts,Massachusetts,MA,Atlantic,Standard Class,2024-05-07,2026-11-02,5,909,10.8,3,7.5,3.3,False,Lot's O' Nuts → Massachusetts,Lot's O' Nuts → Atlantic
US-2021-166191-CHO-NUT-13000,Lot's O' Nuts,Illinois,IL,Interior,Second Class,2024-12-05,2027-06-01,4,908,24.43,7,17.43,7.0,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-166191-CHO-SCR-58000,Lot's O' Nuts,Illinois,IL,Interior,Second Class,2024-12-05,2027-06-01,4,908,7.2,2,5.0,2.2,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-166310-CHO-NUT-13000,Lot's O' Nuts,Texas,TX,Interior,First Class,2024-09-21,2027-03-16,2,906,6.98,2,4.98,2.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-166457-CHO-FUD-51000,Lot's O' Nuts,Kentucky,KY,Gulf,Second Class,2024-05-05,2026-10-30,4,908,18.0,5,12.0,6.0,False,Lot's O' Nuts → Kentucky,Lot's O' Nuts → Gulf
US-2021-166457-CHO-SCR-58000,Lot's O' Nuts,Kentucky,KY,Gulf,Second Class,2024-05-05,2026-10-30,4,908,7.2,2,5.0,2.2,False,Lot's O' Nuts → Kentucky,Lot's O' Nuts → Gulf
US-2021-166471-CHO-NUT-13000,Lot's O' Nuts,Washington,WA,Pacific,Standard Class,2024-08-09,2027-02-03,4,908,20.94,6,14.940000000000001,6.0,False,Lot's O' Nuts → Washington,Lot's O' Nuts → Pacific
US-2021-166555-CHO-TRI-54000,Wicked Choccy's,New York,NY,Atlantic,First Class,2024-07-11,2027-01-04,3,907,11.25,3,7.35,3.9,False,Wicked Choccy's → New York,Wicked Choccy's → Atlantic
US-2021-166590-CHO-NUT-13000,Lot's O' Nuts,Indiana,IN,Interior,Standard Class,2024-10-29,2027-04-25,4,908,6.98,2,4.98,2.0,False,Lot's O' Nuts → Indiana,Lot's O' Nuts → Interior
US-2021-166590-CHO-TRI-54000,Wicked Choccy's,Indiana,IN,Interior,Standard Class,2024-10-29,2027-04-25,4,908,7.5,2,4.9,2.6,False,Wicked Choccy's → Indiana,Wicked Choccy's → Interior
US-2021-166716-CHO-NUT-13000,Lot's O' Nuts,Illinois,IL,Interior,Second Class,2024-08-20,2027-02-15,5,909,6.98,2,4.98,2.0,False,Lot's O' Nuts → Illinois,Lot's O' Nuts → Interior
US-2021-166730-CHO-SCR-58000,Lot's O' Nuts,Tennessee,TN,Gulf,First Class,2024-12-30,2027-06-24,2,906,3.6,1,2.5,1.1,False,Lot's O' Nuts → Tennessee,Lot's O' Nuts → Gulf
US-2021-166744-CHO-MIL-31000,Wicked Choccy's,Maryland,MD,Atlantic,Standard Class,2024-09-20,2027-03-17,4,908,9.75,3,6.33,3.42,False,Wicked Choccy's → Maryland,Wicked Choccy's → Atlantic
US-2021-166744-CHO-SCR-58000,Lot's O' Nuts,Maryland,MD,Atlantic,Standard Class,2024-09-20,2027-03-17,4,908,18.0,5,12.5,5.5,False,Lot's O' Nuts → Maryland,Lot's O' Nuts → Atlantic
US-2021-166828-CHO-MIL-31000,Wicked Choccy's,Missouri,MO,Interior,First Class,2024-08-22,2027-02-15,3,907,6.5,2,4.22,2.28,False,Wicked Choccy's → Missouri,Wicked Choccy's → Interior
US-2021-166863-CHO-FUD-51000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-06-20,2026-12-15,4,908,10.8,3,7.2,3.6,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-166863-CHO-MIL-31000,Wicked Choccy's,Texas,TX,Interior,Standard Class,2024-06-20,2026-12-15,4,908,42.25,13,27.43,14.82,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-166863-CHO-NUT-13000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-06-20,2026-12-15,4,908,6.98,2,4.98,2.0,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-166863-CHO-SCR-58000,Lot's O' Nuts,Texas,TX,Interior,Standard Class,2024-06-20,2026-12-15,4,908,14.4,4,10.0,4.4,False,Lot's O' Nuts → Texas,Lot's O' Nuts → Interior
US-2021-166863-CHO-TRI-54000,Wicked Choccy's,Texas,TX,Interior,Standard Class,2024-06-20,2026-12-15,4,908,7.5,2,4.9,2.6,False,Wicked Choccy's → Texas,Wicked Choccy's → Interior
US-2021-166884-CHO-MIL-31000,Wicked Choccy's,Ohio,OH,Atlantic,Second Class,2024-03-11,2026-09-06,5,909,16.25,5,10.55,5.7,False,Wicked Choccy's → Ohio,Wicked Choccy's → Atlantic
US-2021-166884-CHO-NUT-13000,Lot's O' Nuts,Ohio,OH,Atlantic,Second Class,2024-03-11,2026-09-06,5,909,20.94,6,14.94,6.0,False,Lot's O' Nuts → Ohio,Lot's O' Nuts → Atlantic
US-2021-166891-CHO-SCR-58000,Lot's O' Nuts,New York,NY,Atlantic,First Class,2024-10-04,2027-03-29,2,906,18.0,5,12.5,5.5,False,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic
US-2021-166954-CHO-NUT-13000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-04-25,2026-10-21,5,909,34.9,10,24.9,10.0,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-166954-CHO-TRI-54000,Wicked Choccy's,California,CA,Pacific,Standard Class,2024-04-25,2026-10-21,5,909,11.25,3,7.35,3.9,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-166961-CHO-NUT-13000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-12-27,2027-06-23,4,908,10.47,3,7.47,3.0,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-166961-CHO-SCR-58000,Lot's O' Nuts,California,CA,Pacific,Standard Class,2024-12-27,2027-06-23,4,908,10.8,3,7.5,3.3,False,Lot's O' Nuts → California,Lot's O' Nuts → Pacific
US-2021-166961-CHO-TRI-54000,Wicked Choccy's,California,CA,Pacific,Standard Class,2024-12-27,2027-06-23,4,908,11.25,3,7.35,3.9,False,Wicked Choccy's → California,Wicked Choccy's → Pacific
US-2021-166961-OTH-KAZ-38000,The Other Factory,California,CA,Pacific,Standard Class,2024-12-27,2027-06-23,4,908,3.25,1,0.25,3.0,False,The Other Factory → California,The Other Factory → Pacific
US-2021-166989-CHO-FUD-51000,Lot's O' Nuts,New York,NY,Atlantic,Standard Class,2024-11-14,2027-05-11,4,908,7.2,2,4.8,2.4,False,Lot's O' Nuts → New York,Lot's O' Nuts → Atlantic
US-2021-166989-CHO-TRI-54000,Wicked Choccy's,New York,NY,Atlantic,Standard Class,2024-11-14,2027-05-11,4,908,7.5,2,4.9,2.6,False,Wicked Choccy's → New York,Wicked Choccy's → Atlantic
US-2021-167164-CHO-FUD-51000,Lot's O' Nuts,Utah,UT,Pacific,Second Class,2024-05-13,2026-11-05,2,906,7.2,2,4.8,2.4,False,Lot's O' Nuts → Utah,Lot's O' Nuts → Pacific
US-2021-167199-CHO-FUD-51000,Lot's O' Nuts,Kentucky,KY,Gulf,Standard Class,2024-01-06,2026-07-03,5,909,7.2,2,4.8,2.4,False,Lot's O' Nuts → Kentucky,Lot's O' Nuts → Gulf
US-2021-167199-CHO-MIL-31000,Wicked Choccy's,Kentucky,KY,Gulf,Standard Class,2024-01-06,2026-07-03,5,909,16.25,5,10.549999999999999,5.699999999999999,False,Wicked Choccy's → Kentucky,Wicked Choccy's → Gulf
US-2021-167199-CHO-NUT-13000,Lot's O' Nuts,Kentucky,KY,Gulf,Standard Class,2024-01-06,2026-07-03,5,909,6.98,2,4.98,2.0,False,Lot's O' Nuts → Kentucky,Lot's O' Nuts → Gulf
US-2021-167199-CHO-SCR-58000,Lot's O' Nuts,Kentucky,KY,Gulf,Standard Class,2024-01-06,2026-07-03,5,909,46.8,13,32.5,14.3,False,Lot's O' Nuts → Kentucky,Lot's O' Nuts → Gulf
