Route State,Factory,State/Province,State Code,Region,Total_Shipments,Average_Lead_Time,Median_Lead_Time,Lead_Time_Variability,Delay_Frequency,Sales,Gross_Profit,Lead_Component,Variability_Component,Delay_Component,Route_Efficiency_Score,Eligible_for_Ranking,Rank
Sugar Shack → Tennessee,Sugar Shack,Tennessee,TN,Gulf,1,3.0,3.0,0.0,0.0,1.5,0.6,106.94444444444444,121.838932451802,100.0,108.93195533517272,False,
The Other Factory → Louisiana,The Other Factory,Louisiana,LA,Gulf,1,3.0,3.0,0.0,0.0,9.75,0.75,106.94444444444444,121.838932451802,100.0,108.93195533517272,False,
Wicked Choccy's → North Dakota,Wicked Choccy's,North Dakota,ND,Interior,1,3.0,3.0,0.0,0.0,52.5,34.3,106.94444444444444,121.838932451802,100.0,108.93195533517272,False,
Lot's O' Nuts → Manitoba,Lot's O' Nuts,Manitoba,,Interior,2,2.5,2.5,0.7071067811865476,0.0,18.0,12.0,119.09722222222223,91.93474261259311,100.0,107.5322967642594,False,
Secret Factory → Oregon,Secret Factory,Oregon,OR,Pacific,2,2.5,2.5,0.7071067811865476,0.0,180.0,90.0,119.09722222222223,91.93474261259311,100.0,107.5322967642594,False,
Sugar Shack → Illinois,Sugar Shack,Illinois,IL,Interior,2,2.5,2.5,0.7071067811865476,0.0,12.0,6.3,119.09722222222223,91.93474261259311,100.0,107.5322967642594,False,
The Other Factory → Arizona,The Other Factory,Arizona,AZ,Pacific,2,2.5,2.5,0.7071067811865476,0.0,38.75,18.75,119.09722222222223,91.93474261259311,100.0,107.5322967642594,False,
The Other Factory → Oregon,The Other Factory,Oregon,OR,Pacific,2,2.5,2.5,0.7071067811865476,0.0,26.0,2.0,119.09722222222223,91.93474261259311,100.0,107.5322967642594,False,
The Other Factory → Massachusetts,The Other Factory,Massachusetts,MA,Atlantic,3,3.3333333333333335,3.0,0.5773502691896258,0.0,32.5,2.5,98.84259259259257,97.42226369267429,100.0,98.77686221946486,False,
Secret Factory → Connecticut,Secret Factory,Connecticut,CT,Atlantic,1,4.0,4.0,0.0,0.0,2.5,1.3,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Secret Factory → Mississippi,Secret Factory,Mississippi,MS,Gulf,1,4.0,4.0,0.0,0.0,80.0,40.0,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Secret Factory → Vermont,Secret Factory,Vermont,VT,Atlantic,1,4.0,4.0,0.0,0.0,7.5,3.9,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Sugar Shack → California,Sugar Shack,California,CA,Pacific,1,4.0,4.0,0.0,0.0,6.0,2.8,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Sugar Shack → Rhode Island,Sugar Shack,Rhode Island,RI,Atlantic,1,4.0,4.0,0.0,0.0,4.5,2.1,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Sugar Shack → Washington,Sugar Shack,Washington,WA,Pacific,1,4.0,4.0,0.0,0.0,1.99,1.24,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
The Other Factory → Nevada,The Other Factory,Nevada,NV,Pacific,1,4.0,4.0,0.0,0.0,16.25,1.25,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
The Other Factory → Rhode Island,The Other Factory,Rhode Island,RI,Atlantic,1,4.0,4.0,0.0,0.0,22.75,1.75,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
The Other Factory → South Carolina,The Other Factory,South Carolina,SC,Gulf,1,4.0,4.0,0.0,0.0,6.5,0.5,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Wicked Choccy's → Maine,Wicked Choccy's,Maine,ME,Atlantic,2,4.0,4.0,0.0,0.0,55.25,36.07,82.6388888888889,121.838932451802,100.0,96.77917755739495,False,
Secret Factory → Kentucky,Secret Factory,Kentucky,KY,Gulf,2,3.5,3.5,0.7071067811865476,0.0,46.25,23.25,94.79166666666667,91.93474261259311,100.0,95.37951898648161,False,
The Other Factory → Virginia,The Other Factory,Virginia,VA,Gulf,4,2.75,3.5,1.892969448600091,0.0,55.25,4.25,113.02083333333333,41.78353027368945,100.0,91.95629923508903,False,
Secret Factory → New Mexico,Secret Factory,New Mexico,NM,Pacific,2,2.0,2.0,2.8284271247461903,0.0,12.5,6.5,131.24999999999997,2.2221730949664424,100.0,91.18054327374159,False,
The Other Factory → Kentucky,The Other Factory,Kentucky,KY,Gulf,2,2.0,2.0,2.8284271247461903,0.0,26.0,2.0,131.24999999999997,2.2221730949664424,100.0,91.18054327374159,False,
The Other Factory → Ohio,The Other Factory,Ohio,OH,Atlantic,3,3.0,2.0,1.7320508075688772,0.0,29.25,2.25,106.94444444444444,48.588926174418894,100.0,90.61945376582695,False,
Secret Factory → Alabama,Secret Factory,Alabama,AL,Gulf,3,3.3333333333333335,3.0,1.5275252316519465,0.0,150.0,75.2,98.84259259259257,57.23849907051006,100.0,88.7309210639238,False,
Lot's O' Nuts → New Brunswick,Lot's O' Nuts,New Brunswick,,Atlantic,4,4.25,4.0,0.5,0.0,97.72,69.72,76.5625,100.69347703060754,100.0,88.45461925765188,False,
Wicked Choccy's → New Brunswick,Wicked Choccy's,New Brunswick,,Atlantic,4,4.25,4.0,0.5,0.0,75.0,49.0,76.5625,100.69347703060754,100.0,88.45461925765188,False,
Lot's O' Nuts → Wyoming,Lot's O' Nuts,Wyoming,WY,Pacific,1,5.0,5.0,0.0,0.0,13.96,9.96,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Secret Factory → Delaware,Secret Factory,Delaware,DE,Atlantic,1,5.0,5.0,0.0,0.0,60.0,30.0,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Secret Factory → Minnesota,Secret Factory,Minnesota,MN,Interior,1,5.0,5.0,0.0,0.0,5.0,2.6,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Secret Factory → South Carolina,Secret Factory,South Carolina,SC,Gulf,1,5.0,5.0,0.0,0.0,6.25,3.25,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Sugar Shack → Arizona,Sugar Shack,Arizona,AZ,Pacific,1,5.0,5.0,0.0,0.0,11.25,6.75,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
The Other Factory → Indiana,The Other Factory,Indiana,IN,Interior,1,5.0,5.0,0.0,0.0,19.5,1.5,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
The Other Factory → Maryland,The Other Factory,Maryland,MD,Atlantic,1,5.0,5.0,0.0,0.0,3.25,0.25,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Wicked Choccy's → West Virginia,Wicked Choccy's,West Virginia,WV,Atlantic,2,5.0,5.0,0.0,0.0,25.25,16.47,58.333333333333336,121.838932451802,100.0,84.62639977961717,False,
Wicked Choccy's → British Columbia,Wicked Choccy's,British Columbia,,Pacific,4,4.5,4.5,0.5773502691896258,0.0,37.5,24.5,70.48611111111111,97.42226369267429,100.0,84.59862147872413,False,
Secret Factory → Louisiana,Secret Factory,Louisiana,LA,Gulf,2,4.5,4.5,0.7071067811865476,0.0,11.25,5.85,70.48611111111111,91.93474261259311,100.0,83.22674120870383,False,
Secret Factory → Quebec,Secret Factory,Quebec,,Atlantic,2,4.5,4.5,0.7071067811865476,0.0,100.0,50.0,70.48611111111111,91.93474261259311,100.0,83.22674120870383,False,
The Other Factory → Georgia,The Other Factory,Georgia,GA,Gulf,2,4.5,4.5,0.7071067811865476,0.0,39.0,3.0,70.48611111111111,91.93474261259311,100.0,83.22674120870383,False,
The Other Factory → New Jersey,The Other Factory,New Jersey,NJ,Atlantic,3,4.666666666666667,5.0,0.5773502691896257,0.0,68.25,5.25,66.43518518518518,97.42226369267429,100.0,82.57315851576116,False,
Secret Factory → Massachusetts,Secret Factory,Massachusetts,MA,Atlantic,2,3.5,3.5,2.1213203435596424,0.0,100.0,50.0,94.79166666666667,32.12636293417535,100.0,80.42742406687717,False,
The Other Factory → Connecticut,The Other Factory,Connecticut,CT,Atlantic,2,3.5,3.5,2.1213203435596424,0.0,9.75,0.75,94.79166666666667,32.12636293417535,100.0,80.42742406687717,False,
Lot's O' Nuts → West Virginia,Lot's O' Nuts,West Virginia,WV,Atlantic,2,3.0,3.0,2.8284271247461903,0.0,38.72,27.42,106.94444444444444,2.2221730949664424,100.0,79.02776549596383,False,
Lot's O' Nuts → North Dakota,Lot's O' Nuts,North Dakota,ND,Interior,4,3.75,3.0,1.5,0.25,57.160000000000004,39.66,88.71527777777779,58.40256618821863,68.75,76.14578043594355,False,
Lot's O' Nuts → Vermont,Lot's O' Nuts,Vermont,VT,Atlantic,4,4.5,4.0,0.9999999999999999,0.25,103.19,72.39,70.48611111111111,79.54802160941308,68.75,72.31756095790882,False,
Secret Factory → Rhode Island,Secret Factory,Rhode Island,RI,Atlantic,3,3.6666666666666665,3.0,2.0816659994661326,0.3333333333333333,142.5,71.3,90.74074074074073,33.80338126474738,58.333333333333336,68.40454901989054,False,
The Other Factory → Florida,The Other Factory,Florida,FL,Gulf,3,3.6666666666666665,3.0,2.0816659994661326,0.3333333333333333,39.0,3.0,90.74074074074073,33.80338126474738,58.333333333333336,68.40454901989054,False,
Secret Factory → Indiana,Secret Factory,Indiana,IN,Interior,4,4.75,5.0,1.2583057392117918,0.25,21.25,11.05,64.40972222222223,68.62403662232984,68.75,66.54837026669358,False,
Sugar Shack → Michigan,Sugar Shack,Michigan,MI,Interior,3,4.333333333333333,4.0,1.5275252316519468,0.3333333333333333,17.740000000000002,10.09,74.53703703703705,57.23849907051005,58.333333333333336,66.16147661947937,False,
Secret Factory → Tennessee,Secret Factory,Tennessee,TN,Gulf,3,4.666666666666667,4.0,1.1547005383792515,0.3333333333333333,62.5,31.7,66.43518518518518,73.0055949335466,58.333333333333336,66.05232465931257,False,
Sugar Shack → Florida,Sugar Shack,Florida,FL,Gulf,3,5.333333333333333,5.0,0.5773502691896258,0.3333333333333333,36.89,22.64,50.231481481481495,97.42226369267429,58.333333333333336,64.05463999724265,False,
Sugar Shack → Texas,Sugar Shack,Texas,TX,Interior,3,4.666666666666667,4.0,2.0816659994661326,0.3333333333333333,15.0,7.0,66.43518518518518,33.80338126474738,58.333333333333336,56.25177124211277,False,
Secret Factory → Alberta,Secret Factory,Alberta,,Pacific,2,5.5,5.5,0.7071067811865476,0.5,180.0,90.0,46.18055555555556,91.93474261259311,37.5,55.44896343092606,False,
The Other Factory → Alabama,The Other Factory,Alabama,AL,Gulf,2,5.5,5.5,0.7071067811865476,0.5,35.75,2.75,46.18055555555556,91.93474261259311,37.5,55.44896343092606,False,
Wicked Choccy's → Prince Edward Island,Wicked Choccy's,Prince Edward Island,,Atlantic,2,5.5,5.5,0.7071067811865476,0.5,52.0,33.76,46.18055555555556,91.93474261259311,37.5,55.44896343092606,False,
Wicked Choccy's → Saskatchewan,Wicked Choccy's,Saskatchewan,,Pacific,2,5.5,5.5,0.7071067811865476,0.5,29.25,18.99,46.18055555555556,91.93474261259311,37.5,55.44896343092606,False,
Secret Factory → Arkansas,Secret Factory,Arkansas,AR,Gulf,2,5.0,5.0,1.4142135623730951,0.5,63.75,31.95,58.333333333333336,62.03055277338422,37.5,54.049304860012725,False,
Wicked Choccy's → South Dakota,Wicked Choccy's,South Dakota,SD,Interior,2,5.0,5.0,1.4142135623730951,0.5,33.75,22.05,58.333333333333336,62.03055277338422,37.5,54.049304860012725,False,
Secret Factory → Maryland,Secret Factory,Maryland,MD,Atlantic,3,5.333333333333333,5.0,1.5275252316519465,0.3333333333333333,8.75,4.55,50.231481481481495,57.23849907051006,58.333333333333336,54.008698841701595,False,
The Other Factory → Washington,The Other Factory,Washington,WA,Pacific,3,5.666666666666667,5.0,1.1547005383792517,0.3333333333333333,52.0,4.0,42.129629629629626,73.00559493354659,58.333333333333336,53.899546881534796,False,
The Other Factory → Colorado,The Other Factory,Colorado,CO,Pacific,2,4.5,4.5,2.1213203435596424,0.5,19.5,1.5,70.48611111111111,32.12636293417535,37.5,52.649646289099394,False,
Sugar Shack → Ohio,Sugar Shack,Ohio,OH,Atlantic,2,3.5,3.5,3.5355339059327378,0.5,18.46,9.86,94.79166666666667,-27.682016744242443,37.5,49.850329147272724,False,
Sugar Shack → Pennsylvania,Sugar Shack,Pennsylvania,PA,Atlantic,3,5.666666666666667,6.0,0.5773502691896257,0.6666666666666666,24.23,14.43,42.129629629629626,97.42226369267429,16.666666666666675,49.58704740465006,False,
Secret Factory → Utah,Secret Factory,Utah,UT,Pacific,1,6.0,6.0,0.0,1.0,100.0,50.0,34.02777777777778,121.838932451802,-24.999999999999993,41.22362200183939,False,
Sugar Shack → Delaware,Sugar Shack,Delaware,DE,Atlantic,1,6.0,6.0,0.0,1.0,4.5,2.1,34.02777777777778,121.838932451802,-24.999999999999993,41.22362200183939,False,
The Other Factory → Missouri,The Other Factory,Missouri,MO,Interior,1,6.0,6.0,0.0,1.0,6.5,0.5,34.02777777777778,121.838932451802,-24.999999999999993,41.22362200183939,False,
Wicked Choccy's → District of Columbia,Wicked Choccy's,District of Columbia,DC,Atlantic,2,6.0,6.0,0.0,1.0,16.25,10.55,34.02777777777778,121.838932451802,-24.999999999999993,41.22362200183939,False,
Secret Factory → New Jersey,Secret Factory,New Jersey,NJ,Atlantic,2,5.5,5.5,2.1213203435596424,0.5,6.25,3.25,46.18055555555556,32.12636293417535,37.5,40.496868511321615,False,
The Other Factory → Delaware,The Other Factory,Delaware,DE,Atlantic,2,5.0,5.0,2.8284271247461903,0.5,26.0,2.0,58.333333333333336,2.2221730949664424,37.5,39.09720994040828,False,
Secret Factory → Nevada,Secret Factory,Nevada,NV,Pacific,2,4.5,4.5,3.5355339059327378,0.5,202.5,101.3,70.48611111111111,-27.682016744242443,37.5,37.697551369494946,False,
The Other Factory → Tennessee,The Other Factory,Tennessee,TN,Gulf,3,5.0,6.0,2.6457513110645907,0.6666666666666666,42.25,3.25,58.333333333333336,9.947699644435819,16.666666666666675,35.82025824444229,False,
Secret Factory → North Carolina,Secret Factory,North Carolina,NC,Gulf,4,5.25,6.0,3.095695936834452,0.5,20.0,10.4,52.25694444444444,-9.080868408009426,37.5,33.233255120219866,False,
Secret Factory → New Hampshire,Secret Factory,New Hampshire,NH,Atlantic,1,7.0,7.0,0.0,1.0,6.25,3.25,9.72222222222223,121.838932451802,-24.999999999999993,29.070844224061617,False,
Sugar Shack → Connecticut,Sugar Shack,Connecticut,CT,Atlantic,1,7.0,7.0,0.0,1.0,3.98,2.48,9.72222222222223,121.838932451802,-24.999999999999993,29.070844224061617,False,
Sugar Shack → New Jersey,Sugar Shack,New Jersey,NJ,Atlantic,1,8.0,8.0,0.0,1.0,5.97,3.72,-14.583333333333323,121.838932451802,-24.999999999999993,16.918066446283838,False,
